time
,EMG0,EMG1209886168,102,116
219362207,137,191
219412207,129,161
219462207,132,139
219512207,142,131
219562207,148,137
219612207,154,141
219662207,160,144
219712207,163,139
219762207,175,170
219812207,154,149
219862207,141,141
219912207,168,156
219962207,168,145
220012207,158,152
220062207,165,143
220112207,198,152
220162207,206,144
220212207,261,166
220262207,270,216
220312207,237,248
220362207,188,335
220412207,155,317
220462207,147,235
220512207,144,188
220562207,147,183
220612207,139,182
220662207,139,189
220712207,162,188
220762207,188,157
220812207,236,192
220862207,321,330
220912207,603,686
220962207,792,967
221012207,839,952
221062207,968,909
221112207,968,965
221162207,882,929
221212207,749,805
221262207,849,826
221312207,837,965
221362207,952,967
221412207,968,965
221462207,832,948
221512207,890,861
221562207,896,817
221612207,870,836
221662207,834,746
221712207,821,733
221762207,711,632
221812207,694,682
221862207,576,544
221912207,413,372
221962207,283,251
222012207,197,190
222062207,166,171
222112207,174,163
222162207,182,153
222212207,200,151
222262207,208,144
222312207,235,149
222362207,255,160
222412207,255,178
222462207,232,190
222512207,200,196
222562207,168,189
222612207,147,177
222662207,134,161
222712207,135,152
222762207,135,148
222812207,138,149
222862207,144,150
222912207,133,141
222962207,123,143
223012207,123,154
223062207,124,144
223112207,122,163
223162207,146,178
223212207,186,218
223262207,206,207
223312207,221,211
223362207,210,217
223412207,197,192
223462207,189,167
223512207,215,161
223562207,189,153
223612207,177,164
223662207,195,184
223712207,165,161
223762207,160,160
223812207,151,149
223862207,145,162
223912207,148,180
223962207,244,229
224012207,202,242
224062207,244,278
224112207,520,526
224162207,965,967
224212207,936,908
224262207,729,641
224312207,526,413
224362207,445,402
224412207,389,322
224462207,303,364
224512207,256,288
224562207,212,245
224612207,204,265
224662207,294,297
224712207,253,268
224762207,236,276
224812207,257,242
224862207,216,204
224912207,225,174
224962207,193,160
225012207,181,167
225062207,178,174
225112207,183,160
225162207,181,165
225212207,176,142
225262207,149,131
225312207,150,149
225362207,153,180
225412207,177,216
225462207,301,524
225512207,670,680
225562207,917,946
225612207,860,965
225662207,646,704
225712207,466,426
225762207,437,360
225812207,405,370
225862207,284,335
225912207,220,297
225962207,161,274
226012207,157,248
226062207,257,318
226112207,255,320
226162207,273,312
226212207,300,339
226262207,254,321
226312207,225,234
226362207,244,206
226412207,305,216
226462207,268,235
226512207,306,229
226562207,250,221
226612207,251,205
226662207,210,179
226712207,161,156
226762207,157,145
226812207,220,173
226862207,267,293
226912207,752,731
226962207,719,666
227012207,582,592
227062207,367,396
227112207,324,427
227162207,303,349
227212207,230,286
227262207,175,230
227312207,158,224
227362207,170,238
227412207,183,262
227462207,189,235
227512207,263,276
227562207,250,310
227612207,236,250
227662207,209,253
227712207,196,229
227762207,180,209
227812207,154,233
227862207,130,194
227912207,145,215
227962207,140,222
228012207,193,273
228062207,691,608
228112207,754,757
228162207,618,651
228212207,433,435
228262207,414,364
228312207,433,370
228362207,377,351
228412207,304,310
228462207,250,298
228512207,211,273
228562207,181,287
228612207,244,313
228662207,245,321
228712207,262,302
228762207,383,385
228812207,261,288
228862207,252,255
228912207,254,227
228962207,196,204
229012207,153,211
229062207,136,202
229112207,140,197
229162207,221,273
229212207,318,420
229262207,274,379
229312207,278,322
229362207,204,233
229412207,182,198
229462207,160,186
229512207,156,186
229562207,187,245
229612207,244,323
229662207,302,320
229712207,279,255
229762207,230,206
229812207,209,198
229862207,185,188
229912207,179,194
229962207,178,177
230012207,237,252
230062207,346,284
230112207,317,398
230162207,298,370
230212207,214,248
230262207,203,216
230312207,166,197
230362207,158,199
230412207,172,195
230462207,224,278
230512207,342,335
230562207,383,379
230612207,289,337
230662207,235,270
230712207,207,261
230762207,208,231
230812207,293,289
230862207,257,218
230912207,223,181
230962207,183,186
231012207,160,202
231062207,131,189
231112207,120,194
231162207,123,179
231212207,133,193
231262207,145,199
231312207,154,181
231362207,177,195
231412207,181,209
231462207,194,184
231512207,182,173
231562207,178,158
231612207,172,158
231662207,181,149
231712207,161,136
231762207,150,137
231812207,159,142
231862207,170,146
231912207,175,146
231962207,170,137
232012207,164,133
232062207,154,132
232112207,147,127
232162207,144,127
232212207,142,126
232262207,138,128
232312207,136,127
232362207,135,127
232412207,135,128
232462207,132,128
232512207,129,127
232562207,129,128
232612207,129,127
232662207,130,127
232712207,128,126
232762207,125,125
232812207,126,128
232862207,125,128
232912207,124,129
232962207,123,130
233012207,126,134
233062207,125,130
233112207,125,132
233162207,126,129
233212207,128,132
233262207,131,133
233312207,132,134
233362207,131,137
233412207,130,135
233462207,128,134
233512207,132,133
233562207,129,129
233612207,126,130
233662207,125,129
233712207,127,131
233762207,130,130
233812207,128,128
233862207,128,129
233912207,131,133
233962207,130,135
234012207,129,136
234062207,129,136
234112207,130,136
234162207,128,134
234212207,126,134
234262207,123,133
234312207,127,134
234362207,128,133
234412207,130,131
234462207,129,130
234512207,129,129
234562207,131,131
234612207,132,132
234662207,129,133
234712207,129,132
234762207,130,134
234812207,129,133
234862207,128,132
234912207,127,130
234962207,131,132
235012207,128,132
235062207,130,132
235112207,130,134
235162207,131,135
235212207,129,133
235262207,128,137
235312207,130,136
235438448,131,135
235488448,132,134
235538448,131,132
235588448,130,129
235638448,130,126
235688448,130,124
235738448,129,124
235788448,128,128
235838448,127,127
235888448,122,126
235938448,121,125
235988448,121,123
236038448,123,124
236088448,125,124
236138448,122,123
236188448,121,123
236238448,119,123
236288448,122,122
236338448,123,120
236388448,123,121
236438448,125,120
236488448,124,120
236538448,124,120
236588448,126,121
236638448,123,119
