time
,EMG0,EMG1209886168,102,116
209936168,101,116
209986168,101,116
210036168,106,116
210162207,106,116
210212207,108,116
210262207,106,115
210312207,106,115
210362207,109,116
210412207,111,118
210462207,111,117
210512207,110,115
210562207,111,115
210612207,110,115
210662207,107,116
210712207,104,116
210762207,105,115
210812207,102,115
210862207,100,117
210912207,100,115
210962207,101,115
211012207,102,115
211062207,102,116
211112207,103,117
211162207,107,117
211212207,106,117
211262207,106,116
211312207,104,117
211362207,101,117
211412207,103,118
211462207,103,119
211512207,102,118
211562207,102,117
211612207,102,116
211662207,103,116
211712207,102,115
211762207,103,115
211812207,105,116
211862207,103,115
211912207,101,116
211962207,101,116
212012207,101,115
212062207,100,116
212112207,100,115
212162207,100,116
212212207,103,116
212262207,103,116
212312207,104,116
212362207,104,117
212412207,103,118
212462207,105,117
212512207,103,118
212562207,103,118
212612207,105,117
212662207,103,116
212712207,102,116
212762207,103,117
212812207,105,117
212862207,104,117
212912207,100,118
212962207,101,120
213012207,103,124
213062207,107,123
213112207,114,119
213162207,125,118
213212207,133,118
213262207,141,118
213312207,146,121
213362207,160,129
213412207,154,146
213462207,177,142
213512207,198,154
213562207,201,160
213612207,206,168
213662207,211,165
213712207,194,160
213762207,182,169
213812207,170,166
213862207,156,171
213912207,164,184
213962207,142,174
214012207,129,165
214062207,145,181
214112207,164,174
214162207,174,174
214212207,167,182
214262207,162,186
214312207,155,191
214362207,136,159
214412207,140,156
214462207,143,150
214512207,138,149
214562207,134,149
214612207,146,155
214662207,143,143
214712207,141,142
214762207,133,139
214812207,127,140
214862207,126,140
214912207,122,138
214962207,117,144
215012207,123,164
215062207,149,176
215112207,148,172
215162207,145,241
215212207,149,195
215262207,173,244
215312207,152,198
215362207,152,180
215412207,149,162
215462207,148,153
215512207,131,153
215562207,150,157
215612207,126,149
215662207,119,144
215712207,112,140
215762207,110,141
215812207,108,145
215862207,113,144
215912207,113,149
215962207,115,137
216012207,121,174
216062207,143,156
216112207,167,170
216162207,222,296
216212207,284,312
216262207,363,391
216312207,392,401
216362207,463,379
216412207,454,441
216462207,417,418
216512207,322,281
216562207,278,247
216612207,240,235
216662207,228,229
216712207,202,207
216762207,162,168
216812207,152,163
216862207,182,231
216912207,221,343
216962207,252,385
217012207,421,459
217062207,410,433
217112207,323,365
217162207,310,359
217212207,245,269
217262207,196,207
217312207,172,186
217362207,183,173
217412207,201,200
217462207,261,360
217512207,303,344
217562207,325,448
217612207,443,461
217662207,294,354
217712207,269,277
217762207,240,228
217812207,219,206
217862207,207,223
217912207,216,200
217962207,234,188
218012207,226,184
218062207,212,197
218112207,273,214
218162207,243,221
218212207,356,369
218262207,448,625
218312207,632,704
218362207,596,616
218412207,696,691
218462207,699,720
218512207,772,800
218562207,724,677
218612207,716,729
218662207,701,763
218712207,770,709
218762207,665,802
218812207,618,699
218862207,688,678
218912207,589,803
218962207,638,838
219012207,654,674
219062207,609,638
219112207,418,467
219162207,358,406
219212207,312,333
219262207,214,266
219312207,158,224
