time,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7
11432608,42,49,28,64,51,58,84
11437472,41,48,29,68,65,62,82
11442339,41,48,28,69,84,63,80
11447211,41,47,28,70,83,62,78
11452075,42,66,29,68,78,59,78
11456979,48,87,28,68,75,56,77
11461922,55,105,28,67,76,53,76
11466933,56,102,29,65,74,54,75
11471856,58,96,28,63,105,58,74
11476792,61,91,28,63,105,57,74
11481772,76,93,29,66,138,55,73
11486691,88,97,28,68,149,56,75
11491611,86,91,28,70,166,58,78
11496531,82,89,29,68,169,60,83
11501451,78,93,29,69,203,60,112
11506384,74,89,29,69,206,60,125
11511305,73,84,29,67,209,58,122
11516225,81,81,28,65,197,55,118
11521145,90,89,28,67,191,53,118
11526078,92,93,28,69,186,51,126
11531017,87,89,28,76,194,49,155
11535919,82,84,28,77,188,46,165
11540940,78,78,28,74,174,45,167
11545946,76,79,29,73,190,44,170
11550949,72,75,28,73,193,44,192
11555951,73,89,28,72,185,44,189
11560991,95,125,28,71,180,42,186
11565997,110,186,28,72,172,42,180
11571001,109,287,28,72,171,41,173
11576004,145,332,28,78,177,40,169
11581009,190,373,29,89,177,40,162
11586015,203,347,28,91,171,38,154
11591018,197,325,28,89,158,38,148
11596023,182,309,28,90,154,37,142
11601028,168,291,28,86,146,37,137
11606034,154,270,28,85,151,36,132
11611038,144,246,28,80,157,36,127
11616066,135,226,28,79,151,35,122
11621094,129,209,28,84,164,37,118
11626122,119,196,28,92,191,43,114
11631151,113,209,29,100,224,46,111
11636179,136,245,28,97,236,52,107
11641207,147,237,28,111,221,53,104
11646235,138,232,28,113,215,52,101
11651264,153,308,28,113,199,50,98
11656292,152,343,28,136,189,50,95
11661320,152,394,28,171,228,48,92
11666349,161,422,28,177,230,52,93
11671377,187,408,28,180,244,51,93
11676405,215,448,29,171,237,52,92
11681434,271,441,29,164,226,50,95
11686372,261,424,28,156,232,55,92
11691402,248,428,28,166,224,57,91
11696431,230,414,29,205,233,61,118
11701459,212,387,28,197,215,59,126
11706487,194,358,28,182,208,56,127
11711515,182,332,29,170,221,54,123
11716543,174,304,28,158,218,53,119
11721571,164,319,28,147,202,52,115
11726599,152,315,28,137,200,50,112
11731627,140,297,28,127,195,49,108
11736655,138,301,28,118,184,51,105
11741683,136,281,28,111,174,49,102
11746711,127,261,28,104,168,49,98
11751741,117,238,28,97,165,49,96
11756728,109,216,28,92,152,48,94
11761740,101,197,28,90,137,46,94
11766752,94,180,28,89,125,44,105
11771764,89,165,28,94,115,43,110
11776776,83,152,28,89,107,41,108
11781787,78,139,28,85,99,40,107
11786799,74,129,28,81,98,40,104
11791811,70,119,28,77,101,39,101
11796823,67,110,28,78,102,38,99
11801835,64,103,28,79,102,37,96
11806862,61,97,28,83,95,36,101
11811873,58,91,29,88,87,36,99
11816885,56,87,28,88,85,35,97
11821897,54,83,28,93,106,37,94
11826908,53,80,28,90,108,40,94
11831920,51,77,28,94,112,41,97
11836826,50,75,28,94,106,40,94
11841838,48,72,28,98,102,39,92
11846850,47,70,28,106,94,38,90
11851863,46,67,28,105,89,38,88
11856875,46,68,28,99,84,37,87
11861886,45,66,28,94,80,36,90
11866899,44,65,28,94,75,36,95
11871912,43,62,29,97,71,35,94
11876924,43,60,27,91,66,34,101
11881936,42,58,29,87,62,34,111
11886950,42,56,28,85,58,35,141
11897638,41,54,28,80,57,37,173
11902559,40,53,28,84,54,36,175
11907505,40,51,27,86,51,36,177
11912451,40,50,28,93,52,36,180
11917398,40,48,28,97,61,36,182
11922259,40,47,28,96,57,35,184
11927198,40,46,28,98,59,34,187
11932137,39,45,28,106,69,35,184
11937104,39,44,28,102,69,34,180
11942092,39,44,28,101,68,35,184
11947079,39,44,28,104,65,34,202
11952067,39,43,28,114,61,34,219
11957054,39,42,28,117,57,33,235
11962042,38,43,28,116,58,33,254
11967029,39,41,28,140,93,33,273
11972016,38,41,28,185,129,36,291
11977004,38,40,28,186,139,39,296
11981992,38,40,28,174,136,40,322
11986980,38,40,28,175,129,41,324
11991968,38,40,28,259,123,40,361
11996855,38,41,28,294,113,39,384
12001760,38,40,28,307,109,38,411
12006664,38,40,28,341,100,37,433
12011568,38,41,28,352,92,37,455
12016472,38,39,28,332,86,36,475
12021389,38,39,28,333,80,35,496
12026298,38,39,28,322,76,34,519
12031241,38,38,28,313,72,35,540
12036154,38,38,28,322,68,33,557
12041075,38,38,28,401,66,33,574
12046005,38,38,28,403,64,33,593
12050909,39,38,28,407,67,33,620
12055814,38,39,28,422,66,33,650
12060719,38,38,28,474,62,33,679
12065625,38,38,28,486,62,32,709
12070530,38,37,28,469,65,33,740
12075528,38,37,28,450,61,32,771
12080514,38,37,29,422,60,32,802
12085499,38,37,29,402,56,31,832
12090485,38,37,29,372,52,31,860
12095471,38,37,28,338,49,31,885
12100455,38,37,29,307,46,30,906
12105440,38,37,29,295,43,30,917
12110427,38,37,29,293,41,30,926
12115412,38,37,29,298,39,30,938
12120397,38,37,29,286,37,30,948
12125382,38,37,29,278,36,30,951
12130369,38,37,29,264,34,30,951
12135355,38,36,29,256,34,30,949
12140339,38,36,29,236,33,33,942
12145326,38,37,29,222,32,33,931
12150276,39,36,29,208,31,35,906
12155343,38,36,30,203,30,36,879
12160410,38,37,29,188,29,37,854
12165479,38,37,29,172,29,40,827
12170547,38,37,29,159,28,39,795
12175615,38,37,29,146,27,39,756
12180683,40,39,29,136,26,41,707
12185752,41,40,29,126,26,39,707
12190820,41,41,29,117,25,38,699
12195889,40,41,28,110,25,38,677
12200958,40,41,29,103,24,37,642
12206026,40,40,29,97,24,37,624
12211094,40,40,28,93,23,36,613
12216163,40,39,29,87,23,35,586
12221232,40,39,28,84,24,36,549
12226302,39,39,29,81,23,38,511
12231325,39,39,29,81,23,38,488
12236394,40,39,29,79,22,39,476
12241463,41,40,29,80,22,39,481
12246541,41,42,29,77,22,40,498
12251624,44,43,29,77,22,39,507
12256693,43,42,29,82,22,40,493
12261763,43,42,29,83,22,41,471
12266832,42,41,29,80,22,41,442
12271902,42,41,29,76,24,40,414
12276983,41,40,28,73,26,38,389
12282065,41,40,29,70,25,38,369
12287135,41,39,29,68,25,37,362
12292204,41,39,28,66,24,37,361
12297273,40,39,29,64,24,35,354
12302359,40,40,28,64,24,36,336
12307428,40,39,29,63,23,36,316
12312443,40,39,29,62,23,36,301
12317521,40,38,29,61,23,36,288
12322614,40,38,29,60,23,36,278
12327705,39,38,29,59,23,35,270
12332773,39,38,28,58,23,34,263
12337842,40,38,29,57,23,34,258
12342911,39,37,28,57,23,34,254
12347979,39,37,28,56,23,33,249
12353048,39,37,29,55,22,33,247
12358117,39,37,28,54,22,33,248
12363186,39,37,29,53,22,32,249
12368255,38,37,28,52,22,32,243
12373324,38,37,28,53,22,32,234
12378393,38,37,28,52,22,32,227
12383461,38,38,28,52,21,32,219
12388531,38,38,28,51,21,31,217
12393554,38,38,28,53,21,32,214
12398623,38,38,28,54,21,31,212
12403692,38,38,28,53,21,31,209
12408761,38,38,28,57,21,31,207
12413830,38,38,29,58,21,30,210
12418901,38,38,28,57,21,30,209
12423970,38,38,28,56,21,30,203
12429039,38,38,28,60,21,30,200
12434110,38,38,29,60,21,29,197
12439180,38,38,28,58,22,30,197
12444249,38,38,28,65,22,30,198
12449319,38,37,28,66,22,30,199
12454391,38,37,29,65,22,30,201
12459461,38,37,28,63,22,30,203
12464530,38,37,29,64,22,30,206
12469601,38,37,27,63,22,30,210
12474608,38,37,28,63,21,31,213
12479678,38,37,28,61,22,31,217
12484746,38,37,28,60,22,30,220
12489818,37,37,28,61,22,30,223
12494889,38,37,28,61,22,31,228
12499959,38,37,28,61,22,31,233
12505029,38,36,28,60,22,30,238
12510100,38,36,28,61,21,30,243
12515172,38,36,28,63,22,30,247
12520241,38,37,29,61,21,30,251
12525313,38,37,28,65,21,30,254
12530384,38,36,28,79,21,29,256
12535455,39,36,28,103,21,30,259
12540527,38,35,28,98,21,30,262
12545601,38,36,28,96,21,30,264
12550676,38,36,27,92,21,30,265
12555666,38,36,28,89,21,30,267
12560741,38,36,28,84,21,30,268
12565817,38,36,28,80,21,30,269
12570892,38,36,29,76,21,30,269
12575968,38,36,28,73,21,30,269
12581043,38,36,28,70,21,30,269
12586118,38,36,28,67,21,30,268
12591194,38,36,29,65,21,30,268
12596269,38,36,28,63,22,29,269
12601345,38,36,28,61,21,30,268
12606420,38,36,28,60,21,30,268
12611496,38,37,28,59,21,30,268
12616572,38,36,29,57,21,30,269
12621647,38,36,28,56,21,30,271
12626723,38,36,28,55,21,30,277
12631798,38,36,29,54,22,30,275
12636686,39,38,28,53,21,30,281
12641678,38,38,28,52,21,29,301
12646670,38,44,28,51,21,29,304
12651662,38,44,28,51,21,29,307
12656653,38,44,28,50,23,29,304
12661644,39,43,28,50,23,29,323
12666636,39,43,28,50,23,30,314
12671645,40,44,28,50,23,30,330
12676636,41,44,28,50,22,29,362
12681628,41,46,28,52,22,30,355
12686621,40,59,28,51,22,30,337
12691627,40,67,28,51,22,30,329
12696659,40,68,28,51,22,30,321
12701675,40,66,28,51,23,30,314
12706691,39,64,28,49,23,30,319
12711692,40,66,29,50,22,30,341
12719118,45,62,28,50,24,31,333
12723980,45,59,28,50,40,33,321
12728864,44,66,28,50,45,32,309
12733714,44,79,28,53,62,32,301
12738558,44,100,29,54,70,33,293
12743417,46,102,28,55,69,34,283
12748281,48,97,29,58,85,34,273
12753156,49,92,29,64,115,35,262
12758005,55,94,29,62,121,42,252
12762853,54,90,28,61,149,48,241
12767709,64,88,28,60,149,45,232
12772554,62,89,28,60,148,44,223
12777398,60,88,29,58,173,44,214
12782243,58,93,29,60,171,47,207
12787087,62,108,28,60,177,47,200
12791932,62,132,29,59,166,46,198
12796623,60,131,29,61,161,45,199
12801548,59,127,28,64,163,43,196
12806474,58,118,28,62,155,43,194
12811399,56,111,28,63,200,45,192
12816327,54,103,28,66,227,49,190
12821253,53,96,29,80,297,59,186
12826178,51,91,29,87,301,69,181
12831110,50,90,28,94,277,66,175
12836038,54,92,28,109,252,62,171
12840963,57,90,28,129,231,59,165
12845920,56,94,29,166,215,56,160
12850849,55,89,29,188,199,54,164
12855777,53,83,28,214,182,52,165
12860702,52,79,28,245,166,50,162
12865628,51,76,29,253,151,48,167
12870421,49,74,28,253,143,47,168
12875342,47,72,28,249,141,46,162
12880260,47,70,28,245,136,44,173
12885189,49,67,28,276,131,42,178
12890110,49,64,28,256,136,41,171
12895030,49,62,28,234,128,40,164
12899949,51,63,29,253,131,39,157
12904870,50,62,28,264,129,38,150
12909791,48,60,28,269,118,37,146
12914712,50,57,28,274,113,36,143
12919632,50,56,28,257,108,36,141
12924553,53,71,28,271,100,37,146
12929477,88,79,29,293,99,37,150
12934397,114,129,28,339,97,37,154
12939325,120,192,28,338,89,37,155
12944125,142,191,28,313,84,37,153
12949045,137,178,28,286,85,37,149
12953966,127,165,28,261,83,36,146
12958886,118,153,28,248,77,35,143
12963806,109,142,28,236,75,35,142
12968727,102,132,28,237,88,36,155
12973648,95,130,28,260,88,40,159
12978568,90,124,28,280,102,40,195
12983529,95,136,28,284,111,42,193
12988450,126,152,28,273,120,42,184
12993370,198,346,28,264,143,40,175
12998291,194,535,28,242,140,39,172
13003212,271,613,28,229,136,39,173
13008132,281,565,29,220,140,41,170
13013044,262,509,28,216,184,48,162
13017961,239,466,28,204,188,50,158
13022877,218,427,28,217,172,48,153
13027794,201,393,28,223,160,47,149
13032711,184,360,28,215,154,45,145
13037628,169,329,29,208,152,45,144
13042544,156,299,28,193,143,47,146
13047461,146,303,28,178,134,45,145
13052387,162,315,28,164,146,45,147
13057303,165,322,28,152,137,44,154
13062220,155,322,29,141,160,43,152
13067137,145,337,28,131,157,46,146
13072054,145,344,28,132,164,46,141
13076970,140,321,28,131,179,44,134
13081887,139,357,28,126,186,48,130
13086665,135,368,28,124,172,46,125
13091582,139,419,28,155,174,45,121
13096499,141,469,29,200,173,47,117
13101415,153,520,28,205,169,46,127
13106332,162,498,29,208,154,45,135
13111249,171,578,28,210,142,44,137
13116166,182,540,28,209,146,44,134
13121082,176,488,28,203,203,45,128
13125999,166,457,28,187,205,54,124
13130917,158,432,28,179,245,56,142
13135833,146,447,28,171,270,58,142
13140750,153,413,29,159,259,60,136
13145674,160,413,28,147,236,58,131
13150593,179,653,29,153,216,56,126
13155428,213,803,28,158,201,53,122
13160374,260,832,28,169,183,50,122
13165323,263,767,28,166,168,48,117
13175994,275,730,28,150,162,45,110
13180827,251,677,28,140,170,47,107
13185708,239,663,28,136,183,45,105
13190590,224,657,28,133,175,45,105
13195472,215,642,28,138,165,44,107
13200356,199,605,28,152,155,41,105
13205239,185,577,27,181,153,44,102
13210122,184,543,28,176,154,44,100
13215011,177,521,28,169,147,42,100
13219943,163,501,28,187,143,41,97
13224874,160,507,28,203,152,42,94
13229607,153,467,28,208,145,41,92
13234457,157,451,28,193,159,43,90
13239307,155,475,28,191,148,44,88
13244157,154,492,28,184,144,46,87
13249007,176,479,28,174,144,46,90
13253856,173,451,28,161,134,43,92
13258706,160,415,28,149,122,42,92
13263557,148,396,28,139,112,41,90
13268407,138,378,28,130,105,40,88
13273258,135,346,29,129,109,39,86
13278108,132,321,28,126,104,38,85
13282958,127,318,28,129,97,38,83
13287808,121,326,28,127,90,36,83
13292659,117,322,28,129,85,36,81
13297510,114,326,28,122,81,37,79
13302421,110,312,28,122,82,37,76
13307339,102,317,28,126,78,36,75
13312256,101,349,28,130,74,36,75
13317170,115,391,28,121,71,35,76
13322078,112,368,28,114,66,34,76
13326987,104,334,29,107,61,34,75
13331896,98,306,27,105,57,34,74
13336805,91,278,28,101,54,33,72
13341714,86,253,28,96,51,33,70
13346624,81,230,28,90,48,33,68
13351535,76,210,28,90,45,33,68
13356444,72,192,28,93,42,34,68
13361353,69,176,28,99,41,34,67
13366262,66,162,28,96,38,33,67
13371174,62,149,28,91,37,33,68
13376027,60,138,28,87,35,33,68
13381018,58,127,28,83,34,33,68
13386011,56,118,28,79,32,32,67
13391005,54,109,28,75,31,33,67
13395996,52,102,28,73,30,33,67
13400987,51,97,28,71,29,35,67
13405981,49,93,28,69,29,35,67
13410975,48,88,28,68,33,36,67
13415966,47,82,28,67,33,36,67
13420958,46,78,28,66,32,37,66
13425952,44,74,28,64,30,37,66
13430946,44,70,28,64,30,37,66
13435938,44,67,28,67,29,39,70
13440932,43,66,28,65,28,39,88
13445926,42,63,28,63,29,40,97
13450919,42,60,28,61,30,39,95
13455912,41,58,28,60,32,38,116
13460769,41,56,29,58,31,37,125
13465755,41,54,28,57,30,37,126
13470740,41,54,29,56,30,38,132
13475726,40,53,28,55,42,38,129
13480712,40,53,28,57,49,37,125
13485710,40,51,29,60,51,36,122
13490696,40,49,29,60,48,37,133
13495683,40,49,28,62,46,37,133
13500669,39,48,29,60,45,37,139
13505656,39,47,29,64,43,36,137
13510643,39,47,28,64,42,36,139
13515646,39,45,29,66,40,36,140
13520633,39,44,28,67,38,36,134
13525620,39,44,29,67,39,35,128
13530607,38,43,28,66,37,35,122
13535594,38,42,29,64,36,34,118
13540433,38,42,28,63,35,33,135
13545419,38,41,28,62,35,33,136
13550417,38,41,28,60,34,33,136
13555403,38,40,29,58,34,32,136
13560393,38,40,28,58,34,32,132
13565379,38,39,29,58,34,32,127
13570365,38,39,28,57,33,33,122
13575351,38,39,29,56,34,35,118
13580343,38,38,29,56,37,37,114
13585341,38,38,29,55,35,36,110
13590327,38,38,29,54,33,37,107
13595312,38,38,29,54,34,36,104
13600298,38,39,28,53,33,35,101
13605284,38,37,29,55,32,35,99
13610270,38,38,28,57,31,35,96
13615257,39,37,29,68,30,34,94
13620114,38,37,28,78,29,34,92
13625099,38,37,29,84,27,33,90
13630083,38,37,28,92,28,33,88
13635068,38,37,28,98,27,32,87
13640052,39,37,28,94,26,32,85
13645036,38,37,28,90,26,32,83
13650020,38,37,29,85,26,32,82
13655004,38,37,28,81,26,32,81
13659988,38,37,28,77,25,31,80
13664972,38,37,29,75,25,31,79
13669957,38,37,28,71,25,31,78
13674954,38,37,29,70,25,31,77
13679939,38,36,28,68,24,31,76
13684923,39,36,28,65,24,31,76
13689909,38,37,28,66,24,31,75
13694893,38,37,28,66,23,32,74
13699836,38,37,28,66,23,31,74
13704821,38,42,28,64,26,31,73
13709808,37,42,28,65,28,31,73
13714793,39,41,28,62,29,31,72
13719778,38,41,28,61,28,30,72
13724764,38,40,28,60,28,30,72
13729751,38,40,28,58,27,30,71
13734736,38,39,29,57,26,31,70
13739721,38,39,28,56,25,30,71
13744709,38,38,29,54,25,30,70
13749697,38,39,29,54,25,31,69
13754681,38,39,28,53,24,30,69
13759667,38,38,28,52,24,30,70
13764655,38,41,29,53,24,30,69
13769643,38,41,28,53,24,32,68
13774627,38,40,28,52,24,32,69
13779615,37,40,29,51,24,31,68
13784481,38,40,29,51,24,31,68
13789497,38,39,28,51,25,31,68
13794513,38,39,28,50,25,31,68
13799529,38,39,28,50,25,31,68
13804546,38,38,28,52,24,31,68
13809563,38,38,28,57,24,32,67
13814580,38,39,28,60,24,31,67
13819601,38,42,28,60,24,31,67
13824622,38,41,29,62,23,30,67
13829642,38,41,28,64,23,31,67
13834661,38,40,28,63,23,30,67
13839682,38,40,28,61,22,31,67
13844703,38,40,28,60,23,31,67
13849724,38,40,28,59,23,31,66
13854744,38,40,28,62,22,30,67
13859765,38,39,28,62,23,30,66
13864625,38,39,29,65,22,30,66
13869561,38,40,28,70,23,30,66
13874497,38,39,29,69,22,30,66
13879433,38,39,29,73,23,30,66
13884369,38,39,28,72,23,30,66
13889305,38,38,28,69,23,30,66
13894241,39,38,28,67,24,31,66
13899177,38,38,28,65,23,32,66
13904113,38,38,28,65,23,34,66
13909049,38,37,28,64,23,34,66
13913985,38,38,28,63,23,34,66
13918921,38,39,29,62,23,34,66
13923856,38,39,27,64,23,35,66
13928793,38,39,28,65,24,34,66
13933728,38,44,28,64,29,34,66
13938664,38,45,28,65,30,33,66
13943618,38,44,29,67,31,33,66
13948634,38,43,28,69,30,33,65
13953648,38,42,29,72,29,32,63
13958649,38,42,29,73,29,32,62
13963657,38,41,28,70,28,33,61
13968727,41,41,28,68,28,32,59
13973792,41,40,28,66,27,31,58
13978860,40,40,28,63,26,32,57
13983878,40,39,28,63,25,31,57
13988883,40,39,28,63,25,31,57
13993900,40,38,28,62,25,31,58
13998911,39,38,28,62,24,31,58
14003912,39,38,30,62,24,31,59
14008914,39,38,29,62,24,30,60
14013947,39,38,29,60,24,31,60
14018954,40,38,28,59,23,32,60
14023956,39,37,28,57,23,32,60
14028902,38,37,29,56,23,31,61
14033986,38,37,28,55,23,31,62
14039085,38,38,28,55,22,31,63
14044234,38,37,28,55,23,31,64
14049325,38,37,28,54,22,31,65
14054409,39,38,28,54,22,31,67
14059505,39,37,28,56,22,30,68
14064603,41,37,28,56,22,29,69
14069701,41,37,28,55,22,32,71
14074796,41,37,28,54,22,32,71
14079880,42,38,28,53,22,31,72
14084976,41,39,28,53,22,31,73
14090063,41,39,28,52,22,32,73
14095147,40,38,28,51,22,32,72
14100246,40,38,28,51,22,32,73
14105331,41,38,28,51,22,31,75
14110423,39,38,28,50,22,32,75
14115370,40,38,28,50,22,32,74
14120446,40,38,28,50,21,32,73
14125524,39,43,28,49,22,32,74
14130603,39,48,28,49,22,32,73
14135678,41,59,28,49,23,32,73
14140755,44,57,28,49,21,32,73
14145834,44,55,28,51,23,33,75
14150912,43,57,28,50,26,34,97
14155988,44,68,28,50,46,34,106
14161067,46,78,28,50,44,34,103
14166146,46,79,28,49,46,33,101
14171242,45,76,28,49,54,33,101
14176319,44,89,29,49,66,33,99
14181398,46,95,28,49,67,33,96
14186477,48,118,29,48,78,33,94
14191555,56,158,28,48,91,35,91
14196560,71,192,28,48,109,38,89
14201638,94,203,28,49,157,38,91
14206717,91,199,28,50,209,39,89
14211796,89,211,28,49,244,39,88
14216874,94,225,28,49,244,38,88
14221970,93,245,28,49,252,37,87
14227049,101,252,28,49,242,37,85
14232128,126,241,28,49,262,36,85
14237207,130,229,28,54,317,38,86
14242285,129,240,28,60,325,42,85
14247364,132,264,29,64,336,45,83
14252457,133,288,28,66,323,45,81
14257536,149,293,29,66,304,45,83
14262615,168,300,28,64,295,43,86
14267693,159,273,28,62,269,43,88
14272763,149,254,28,61,245,44,88
14277838,138,242,28,60,230,42,88
14282914,129,225,28,65,216,42,86
14287989,138,222,28,72,244,40,85
14293065,134,246,28,74,248,40,88
14298140,129,232,28,74,228,38,89
14303215,129,251,28,72,215,39,91
14308291,124,249,28,69,199,41,91
14313366,127,264,28,68,191,39,89
14318441,125,248,28,65,186,38,86
14323516,119,231,28,64,194,42,85
14328591,110,213,28,61,200,48,83
14333667,103,197,28,60,214,47,82
14338742,96,179,28,58,227,54,80
14343817,90,164,28,57,243,58,79
14348875,84,150,28,58,240,67,78
14353952,78,138,28,65,217,63,77
14359028,75,127,28,64,204,60,76
14364104,71,117,28,64,197,59,76
14369181,67,109,28,65,182,56,74
14374258,64,101,28,63,165,54,74
14379334,61,94,28,61,150,51,75
14384411,59,88,28,60,138,49,75
14389488,57,83,28,60,126,47,77
14394565,55,78,28,60,118,45,76
14399642,53,73,29,61,107,44,76
14404719,51,70,28,60,99,42,75
14409796,50,66,28,59,91,41,75
14414874,49,63,28,62,84,40,74
14419951,47,61,29,92,76,38,73
14425028,46,61,28,134,71,37,72
14430104,45,61,28,187,66,36,71
14435213,44,59,28,190,61,35,70
14440319,44,56,28,181,57,36,69
14445425,43,54,28,169,54,34,69
14450533,42,52,28,156,63,34,69
14461372,42,49,28,132,117,35,68
14466368,41,48,28,125,107,34,69
14471407,41,46,28,118,98,34,68
14476448,41,45,28,118,90,33,68
14481488,40,44,28,114,86,33,69
14486530,40,43,28,114,97,33,68
14491571,40,42,28,123,93,33,68
14496613,40,42,28,130,89,32,68
14501661,39,41,28,130,145,43,68
14506751,39,41,28,125,191,48,67
14511842,39,40,28,117,195,53,67
14516772,39,41,29,112,200,55,67
14521778,39,40,28,118,188,55,67
14526785,39,40,29,115,174,52,67
14531791,39,40,29,108,190,52,68
14536798,39,40,29,101,197,55,67
14541805,39,40,29,95,216,60,67
14546812,41,41,29,92,251,60,67
14551819,53,46,28,101,268,69,67
14556826,57,48,28,108,248,65,66
14561834,61,67,29,107,233,61,66
14566841,85,85,28,105,216,58,66
14571848,88,128,29,100,197,56,66
14576855,131,141,29,98,182,53,67
14581863,127,138,29,100,190,54,68
14586870,118,129,29,97,229,63,67
14591877,110,121,29,103,287,66,66
14596419,104,113,29,100,292,74,65
14600996,98,107,28,100,276,71,64
14605597,92,100,28,101,251,67,63
14610199,86,95,29,113,240,64,61
14614801,82,90,29,138,234,62,62
14619403,87,97,29,141,219,59,62
14624005,112,107,29,160,206,56,62
14628608,136,132,28,154,208,59,63
14633211,142,176,29,145,200,62,64
14637814,154,204,29,136,225,65,67
14642417,153,232,29,127,259,69,71
14647020,181,229,28,119,245,72,73
14651622,225,215,28,112,254,72,74
14656227,233,198,28,108,241,75,75
14660830,223,182,28,107,223,71,74
14665277,236,169,29,107,229,68,72
14669959,264,156,29,127,224,65,71
14674643,258,147,28,151,208,62,71
14679326,241,138,28,145,196,59,70
14684008,281,139,28,136,199,58,70
14688691,296,242,29,128,217,62,69
14693376,325,297,28,122,215,64,71
14698060,366,340,28,117,218,66,76
14702742,380,382,29,111,210,66,77
14707426,377,395,29,108,202,64,78
14712111,352,365,29,146,185,61,79
14716794,343,348,28,189,175,61,79
14721478,338,325,29,197,209,74,78
14726162,325,309,29,216,210,80,78
14730787,327,303,28,214,257,96,77
14735463,337,345,29,231,249,100,78
14740140,395,380,28,222,230,97,80
14744817,386,377,28,205,211,91,79
14749494,363,585,28,194,205,89,83
14754171,340,702,28,181,187,83,82
14758855,359,852,28,171,172,78,80
14763532,356,820,28,161,159,74,80
14768209,368,861,28,152,146,72,82
14772886,388,803,28,144,143,68,87
14777564,372,733,28,136,145,67,89
14782242,368,682,28,129,173,72,89
14786920,344,642,28,121,187,72,89
14791598,319,598,29,118,203,72,88
14796275,295,554,28,117,193,69,85
14800827,270,507,29,131,198,68,84
14805504,247,476,28,127,195,72,81
14810181,239,444,28,127,191,69,80
14814859,245,428,28,165,188,73,79
14819536,264,404,29,199,185,74,79
14824213,276,380,28,213,222,73,78
14828890,273,376,28,205,271,77,77
14833568,271,381,28,197,274,73,76
14838245,280,414,28,198,258,70,77
14842922,293,402,28,189,236,67,80
14847610,273,385,28,186,222,66,81
14852288,257,361,28,172,204,66,80
14856965,242,341,29,162,189,62,78
14861643,225,342,29,150,180,60,77
14866319,206,332,28,145,176,58,76
14870992,212,328,28,140,169,58,76
14875712,208,314,28,141,170,55,75
14880386,213,309,28,156,177,54,75
14885059,226,291,28,186,174,53,79
14889733,209,267,28,181,161,50,78
14894406,192,244,28,181,158,48,78
14899079,177,223,28,177,160,47,78
14903753,164,205,28,166,156,46,77
14908426,156,188,29,158,154,47,76
14913099,145,173,29,155,184,58,75
14917772,134,164,28,154,202,63,74
14922445,128,167,29,151,252,76,72
14927119,132,167,28,150,257,81,71
14931803,129,242,29,141,245,77,70
14936390,183,304,28,134,225,73,70
14941063,196,348,28,125,207,70,72
14945737,213,329,28,118,197,69,73
14950441,210,302,29,143,185,67,75
14955116,193,281,28,181,184,66,74
14959790,178,261,28,171,176,62,73
14964483,164,239,28,158,169,59,73
14969157,155,229,28,148,154,56,71
14973831,145,217,29,141,144,54,70
14978506,134,216,29,136,142,53,70
14983180,125,198,28,134,138,50,69
14987854,116,183,28,134,141,49,70
14992530,108,169,29,129,139,47,69
14997205,101,158,28,123,132,46,69
15001878,95,146,28,119,127,45,69
15006432,90,136,28,117,120,46,69
15011138,85,126,28,120,125,46,68
15015843,80,117,28,133,119,49,69
15020546,76,110,28,140,116,47,68
15025252,71,103,28,133,108,46,68
15029959,74,120,28,125,109,46,68
15034664,93,147,29,124,101,44,68
15039369,110,147,28,121,94,43,68
15044075,103,136,28,120,93,42,68
15048782,97,126,28,116,91,43,67
15053487,92,117,28,109,84,42,67
15058193,102,109,28,103,102,41,67
15062900,103,138,28,122,105,40,67
15067606,109,163,28,150,123,39,67
15072313,111,159,29,166,132,39,67
15076802,108,149,28,189,133,39,67
15081429,106,161,28,177,131,39,67
15086056,125,168,28,170,133,38,66
15090682,141,196,28,179,133,37,67
15095309,141,185,28,181,128,37,66
15099936,132,175,28,176,120,37,66
15104563,122,162,28,166,140,38,67
15109191,114,149,29,159,151,40,66
15113828,107,139,28,149,150,40,66
15118455,100,129,28,144,141,44,66
15123082,95,122,28,165,134,43,66
15127709,89,120,28,186,139,45,66
15132335,89,121,28,177,138,46,65
15136963,88,119,28,165,128,44,66
15141768,86,135,28,153,117,43,66
15146472,82,131,29,144,108,42,66
15151185,77,125,29,136,103,41,66
15155899,73,120,28,129,98,42,66
15160612,82,136,28,124,97,41,65
15165326,91,155,28,119,93,40,65
15170040,103,160,28,122,86,39,65
15174753,99,154,28,118,80,38,65
15179467,100,154,28,120,151,47,66
15184181,94,147,29,130,200,52,66
15188895,90,137,29,123,231,62,65
15193609,84,128,29,114,220,62,65
15198328,79,118,28,108,202,58,66
15203041,75,110,29,104,193,56,65
15207755,72,103,28,104,176,53,65
15212471,69,96,28,101,164,52,66
15217049,65,90,28,97,150,50,65
15221843,62,85,28,93,138,48,65
15226682,65,81,28,89,129,46,65
15231499,62,82,28,86,130,47,65
15236306,61,83,28,82,127,45,65
15241126,58,92,29,79,126,44,66
15245921,56,89,29,77,127,44,65
15250715,54,84,28,73,120,43,66
15255534,53,81,28,80,110,42,66
15260329,51,78,28,91,102,41,65
15265136,50,74,29,96,98,40,66
15269937,49,70,28,91,94,39,66
