time
,EMG0,EMG1,EMG2,EMG3,EMG4,EMG5,EMG610359784,38,36,28,49,20,33,65
10409784,38,36,28,52,21,34,65
10459784,38,36,28,52,21,33,65
10509784,38,36,28,55,21,32,65
10559784,38,36,28,51,21,33,65
10609784,38,36,28,52,21,36,65
10659784,38,36,28,50,21,35,64
10709784,38,36,28,56,21,32,64
10759784,38,36,28,52,21,32,65
10809784,38,36,28,50,21,31,65
10859784,38,36,28,50,20,32,65
10909784,38,36,29,52,21,34,65
10959784,38,36,28,50,21,33,65
11009784,38,36,28,47,21,32,65
11059784,38,36,28,49,21,43,65
11109784,39,36,29,54,21,46,64
11159784,38,36,28,52,21,52,64
11209784,38,36,28,54,21,41,64
11259784,38,36,28,49,21,99,64
11309784,38,36,28,54,22,66,65
11359784,38,36,28,49,29,56,65
11409784,38,36,28,51,26,45,64
11459784,38,36,28,49,25,35,65
11509784,38,36,28,52,22,32,65
11559784,39,36,28,49,22,30,65
11609784,38,37,28,48,22,30,65
11659784,38,36,28,52,21,31,65
11709784,38,36,29,51,22,30,65
11759784,38,36,28,52,30,30,65
11809784,38,39,29,48,24,30,64
11859784,42,51,51,52,22,29,65
11909784,40,47,37,48,23,30,65
11959784,39,45,39,46,23,30,65
12009784,39,53,56,54,22,31,64
12059784,40,55,48,49,22,30,64
12109784,39,52,58,46,21,29,65
12159784,40,65,50,47,21,29,65
12209784,51,78,56,47,21,30,65
12259784,50,72,50,48,21,30,64
12309784,42,85,49,48,21,30,65
12359784,44,68,65,50,21,30,64
12409784,46,77,49,47,21,30,65
12459784,45,70,46,47,21,30,64
12509784,43,63,54,48,21,29,65
12559784,45,79,57,48,21,29,64
12609784,41,60,38,52,21,30,65
12659784,44,68,41,50,21,30,65
12709784,44,76,45,49,26,30,65
12759784,48,69,49,52,23,30,64
12809784,42,54,42,49,21,30,64
12859784,44,62,61,48,21,30,64
12909784,40,45,39,54,21,31,65
12959784,39,40,33,49,23,31,65
13009784,39,58,50,49,21,30,65
13059784,39,52,36,51,21,29,65
13109784,40,71,56,48,23,30,65
13159784,39,50,42,49,21,30,64
13209784,38,60,40,50,21,30,65
13259784,39,55,44,48,21,30,65
13309784,38,67,37,50,21,30,65
13359784,40,57,44,47,21,30,65
13409784,40,61,37,49,21,30,65
13459784,40,49,47,48,21,30,65
13509784,43,57,38,49,21,29,65
13559784,44,54,58,47,20,31,65
13609784,42,62,48,48,21,30,65
13659784,43,53,55,47,21,30,64
13709784,42,61,53,47,20,30,64
13759784,40,72,54,46,21,29,65
13809784,40,68,48,46,21,29,64
13859784,41,82,60,47,21,30,65
13909784,41,60,49,48,21,30,64
13959784,39,65,54,46,21,30,64
14009784,42,76,43,47,21,30,65
14059784,42,74,53,46,20,30,64
14109784,40,67,38,46,21,30,65
14159784,40,65,49,46,20,30,64
14209784,39,58,66,46,21,30,64
14259784,39,69,42,48,21,29,65
14309784,40,60,64,48,21,30,65
14359784,39,66,41,46,21,30,64
14409784,40,58,53,46,26,30,64
14459784,40,47,41,47,75,32,64
14509784,65,67,61,72,159,38,65
14559784,68,102,58,61,135,36,65
14609784,72,87,66,60,68,33,65
14659784,64,71,63,59,90,32,65
14709784,77,87,90,51,92,34,65
14759784,80,125,85,49,89,31,65
14809784,52,67,46,47,46,30,65
14859784,42,46,34,53,29,30,73
14909784,40,40,30,51,24,31,73
14959784,39,37,29,50,24,31,74
15009784,38,37,29,120,27,31,70
15059784,38,39,29,92,28,30,67
15109784,38,37,29,66,27,30,61
15159784,38,37,29,53,24,29,61
15209784,38,37,28,49,23,30,63
15259784,38,36,28,49,21,30,64
15309784,38,36,29,50,21,30,64
15359784,37,37,28,49,21,30,65
15409784,38,46,39,48,21,30,86
15459784,38,58,49,46,21,30,68
15509784,53,78,66,46,53,31,63
15559784,57,81,55,46,96,31,72
15609784,49,72,72,80,73,31,60
15659784,68,59,49,60,124,33,62
15709784,79,84,166,89,146,35,64
15759784,206,252,304,149,200,45,64
15809784,157,166,204,110,198,56,87
15859784,131,209,174,74,140,49,132
15909784,71,115,87,68,129,44,96
15959784,67,92,61,57,104,40,106
16009784,49,58,60,57,73,34,92
16059784,50,70,90,50,81,33,78
16109784,64,100,77,49,105,33,71
16159784,114,122,195,52,107,33,65
16209784,282,292,259,61,121,35,66
16259784,260,344,296,61,164,46,64
16309784,181,230,209,68,106,36,63
16359784,140,222,153,55,126,36,63
16409784,82,142,110,49,146,40,67
16459784,60,77,126,47,72,36,66
16509784,52,68,102,53,38,33,66
16559784,57,82,73,48,27,31,65
16609784,63,90,89,52,72,30,65
16659784,84,107,144,52,191,38,65
16709784,184,203,204,77,209,48,65
16759784,175,389,244,63,252,60,65
16809784,172,329,297,59,186,52,65
16859784,104,221,167,57,150,42,65
16909784,62,151,124,50,125,39,66
16959784,50,96,92,47,74,36,75
17009784,43,61,49,46,75,34,84
17059784,57,81,69,48,88,33,73
17109784,65,126,100,47,117,35,69
17159784,80,105,157,86,173,40,67
17209784,237,309,333,74,200,47,67
17259784,261,254,206,79,129,40,66
17309784,163,197,134,62,103,34,65
17359784,91,154,132,52,116,42,80
17409784,62,118,99,48,91,38,98
17459784,55,81,69,46,64,37,82
17509784,48,86,66,48,68,33,73
17559784,72,114,82,46,53,31,69
17609784,69,103,162,60,143,36,66
17659784,113,241,248,79,132,34,66
17709784,171,266,256,102,202,52,64
17759784,161,229,266,98,140,42,64
17809784,190,307,253,150,130,43,64
17859784,137,242,162,173,162,49,64
17909784,101,193,144,181,191,50,64
17959784,69,172,126,95,193,53,69
18009784,88,155,89,73,169,51,67
18059784,84,164,130,61,130,43,65
18109784,85,159,94,57,132,48,82
18159784,94,150,109,52,106,40,130
18209784,93,98,70,59,151,47,160
18259784,59,78,57,58,141,41,159
18309784,60,89,74,65,136,41,157
18359784,48,68,72,61,97,39,163
18409784,61,76,52,54,84,36,167
18459784,67,96,56,56,79,34,171
18509784,48,61,38,57,71,33,154
18559784,60,91,52,60,68,32,128
18609784,50,86,60,52,70,33,115
18659784,44,78,43,56,86,34,99
18709784,51,72,52,52,57,32,82
18759784,50,78,43,57,57,32,70
18809784,44,66,40,51,69,33,67
18859784,43,53,45,52,52,31,66
18909784,44,68,37,69,65,32,64
18959784,42,62,51,58,42,32,64
19009784,40,70,39,55,49,31,64
19059784,46,67,45,53,44,30,58
19109784,44,68,34,52,45,30,55
19159784,42,72,59,50,53,30,57
19209784,43,65,39,48,37,31,61
19259784,44,83,61,51,54,33,63
19309784,41,60,52,48,43,31,64
19359784,39,79,67,49,53,31,64
19409784,45,92,46,50,62,32,65
19459784,48,84,43,49,43,30,65
19509784,44,86,55,48,57,32,66
19559784,53,82,60,48,41,30,66
19609784,45,69,41,48,31,30,66
19659784,41,76,42,66,45,30,66
19709784,42,66,48,53,60,30,66
19759784,42,57,45,55,51,31,66
19809784,40,46,36,48,53,30,66
19859784,40,53,53,51,31,30,66
19909784,43,79,44,50,62,30,65
19959784,46,110,69,49,40,29,65
20009784,50,72,52,50,53,30,65
20059784,44,99,41,48,33,30,65
20109784,44,104,51,58,53,30,65
20159784,40,66,41,49,97,31,65
20209784,41,69,58,47,106,32,66
20259784,53,78,61,49,77,31,66
20309784,54,85,65,48,79,30,66
20359784,44,71,45,46,80,31,66
20409784,47,103,64,46,100,33,66
20459784,44,109,65,49,114,35,66
20509784,41,74,50,46,88,32,66
20559784,47,87,70,46,64,32,66
20609784,54,93,59,48,52,30,66
20659784,53,86,76,46,54,30,66
20709784,46,88,45,46,57,31,66
20759784,44,102,50,46,45,30,66
20809784,47,108,61,45,44,30,66
20859784,49,106,63,45,31,30,66
20909784,53,115,66,46,40,29,66
20959784,56,111,81,45,28,29,66
21009784,45,112,67,46,29,29,66
21059784,52,131,76,46,55,29,66
21109784,46,85,75,45,59,30,65
21159784,42,86,65,45,43,30,65
21209784,42,129,64,47,74,30,66
21259784,42,80,48,47,59,30,65
21309784,42,87,77,47,56,30,65
21359784,45,83,56,46,58,30,65
21409784,47,81,57,47,53,30,65
21459784,49,96,55,46,74,30,65
21509784,51,84,84,46,50,30,65
21559784,50,96,57,46,44,30,64
21609784,52,93,54,45,32,30,65
21659784,47,95,61,45,41,30,65
