time
,EMG0,EMG1,EMG2,EMG3,EMG4,EMG5,EMG669838202,43,71,54,54,25,31,220
69888202,44,105,39,56,41,31,212
69938202,42,68,47,50,28,30,206
69988202,61,89,54,48,24,30,201
70038202,47,79,49,49,30,31,194
70088202,49,62,43,49,24,32,188
70138202,50,74,59,51,22,31,187
70188202,43,72,43,52,23,30,184
70238202,46,71,42,49,22,33,179
70288202,41,62,65,51,20,32,174
70338202,44,52,48,48,21,31,172
70388202,42,50,51,48,21,31,164
70438202,43,76,41,47,21,31,157
70488202,45,81,58,49,21,30,155
70538202,40,57,40,47,21,32,152
70588202,50,89,53,46,21,31,149
70638202,63,100,70,46,21,31,142
70688202,64,88,52,46,21,30,134
70738202,60,69,48,48,22,31,125
70788202,146,86,57,73,50,32,117
70838202,160,105,82,71,98,35,113
70888202,77,59,45,387,64,32,117
70938202,51,45,34,318,38,32,134
70988202,42,39,31,166,27,31,181
71038202,40,37,29,126,23,33,149
71088202,38,37,33,89,23,38,145
71138202,38,41,30,168,23,40,119
71188202,38,38,29,188,25,36,146
71238202,55,38,44,109,59,35,168
71288202,48,38,50,253,65,34,166
71338202,88,139,246,252,178,38,150
71388202,195,160,265,227,189,41,139
71438202,138,132,145,262,179,47,124
71488202,82,76,76,249,121,47,151
71538202,110,73,64,180,56,40,145
71588202,66,51,43,118,33,38,115
71638202,105,92,83,80,28,37,100
71688202,66,79,60,67,25,33,98
71738202,76,61,55,58,25,34,85
71788202,162,63,69,52,25,36,87
71838202,181,52,68,54,23,35,82
71888202,124,48,72,89,24,34,76
71938202,181,47,82,62,26,36,73
71988202,230,60,128,111,29,44,83
72038202,106,48,65,102,28,46,89
72088202,73,46,48,105,25,40,74
72138202,61,82,93,97,22,36,71
72188202,139,169,246,80,27,45,71
72238202,82,133,128,258,59,51,128
72288202,85,148,145,346,179,54,108
72338202,105,142,165,340,286,56,113
72388202,108,124,199,229,287,72,137
72438202,179,328,253,221,174,60,152
72488202,108,195,133,252,274,75,136
72538202,69,135,73,217,156,55,113
72588202,65,125,103,158,134,54,105
72638202,47,73,53,128,150,72,86
72688202,61,97,90,128,93,51,92
72738202,195,203,218,595,185,80,200
72788202,355,591,461,921,536,109,342
72838202,541,732,766,921,716,162,291
72888202,293,391,403,921,648,191,317
72938202,142,161,151,921,275,95,576
72988202,183,82,95,605,111,54,480
73038202,180,64,176,276,289,69,337
73088202,93,54,101,142,131,57,256
73138202,153,105,251,378,199,95,195
73188202,138,123,143,710,372,93,182
73238202,279,290,349,388,359,105,239
73288202,522,552,363,679,205,68,244
73338202,363,463,421,673,387,178,353
73388202,258,326,270,445,165,90,291
73438202,278,330,251,360,122,63,226
73488202,220,220,142,267,83,46,180
73538202,166,218,161,180,316,94,152
73588202,83,128,80,151,134,54,126
73638202,73,102,56,365,61,41,147
73688202,243,233,189,703,266,55,147
73738202,555,690,592,916,260,63,219
73788202,565,746,921,922,685,184,186
73838202,497,689,552,921,486,132,178
73888202,356,273,238,921,198,75,221
73938202,222,182,166,501,235,62,155
73988202,164,130,197,230,161,52,111
74038202,169,164,172,162,206,46,90
74088202,118,115,145,422,145,43,78
