time,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7
91752254,158,211,158,194,86,123,790
91785587,164,220,178,193,86,125,798
91818920,157,256,183,192,87,122,799
91852253,154,209,152,192,88,124,795
91885586,155,298,172,190,86,125,810
91918919,157,289,173,193,85,124,824
91952252,156,239,184,188,85,125,838
91985585,158,296,148,192,84,127,878
92018918,154,268,166,193,85,123,913
92052251,158,213,179,190,87,126,929
92085584,155,279,153,191,84,125,945
92118917,155,235,178,192,85,124,936
92152250,156,243,201,192,84,124,921
92185583,156,247,159,192,85,123,890
92218916,156,212,173,192,86,123,868
92252249,156,310,185,191,85,122,845
92285582,155,240,149,196,87,123,826
92318915,156,225,133,194,86,122,801
92352248,161,282,184,193,87,122,750
92385581,160,268,191,193,88,126,680
92418914,158,213,156,195,87,123,626
92452247,157,252,179,192,86,124,564
92485580,156,201,179,190,83,123,472
92518913,156,196,149,191,86,123,387
92552246,156,183,179,190,85,120,360
92585579,167,312,169,190,86,123,341
92618912,161,234,140,191,87,124,306
92652245,157,212,129,194,89,123,268
92685578,156,209,157,189,87,121,247
92718911,159,264,172,190,87,122,237
92752244,156,212,153,197,87,123,231
92785577,156,230,169,191,85,122,227
92818910,155,250,162,199,85,123,221
92852243,159,202,158,195,84,126,221
92885576,156,173,136,196,86,122,216
92918909,157,260,183,203,89,124,198
92952242,155,203,147,212,87,123,208
92985575,156,183,161,224,86,127,185
93018908,154,165,137,212,86,128,186
93052241,158,276,132,204,85,123,179
93085574,156,209,124,196,85,124,196
93118907,158,178,120,193,86,124,213
93152240,158,161,119,196,86,124,216
93185573,156,163,119,206,87,125,208
93218906,156,176,120,203,86,125,197
93252239,156,161,117,194,86,123,216
93285572,156,153,118,196,85,124,214
93318905,156,151,117,193,86,124,207
93352238,156,148,116,196,86,123,213
93385571,154,148,117,200,86,124,235
93418904,155,148,116,202,85,124,234
93452237,156,148,116,202,90,120,238
93485570,155,147,117,206,87,126,235
93518903,156,147,116,201,86,124,286
93552236,155,148,117,199,87,124,332
93585569,156,148,116,208,83,125,330
93618902,155,147,117,202,84,123,285
93652235,154,148,116,199,84,123,250
93685568,155,148,115,197,83,126,209
93718901,157,147,116,191,84,125,209
93752234,156,148,116,194,85,124,212
93785567,154,148,116,189,83,124,214
93818900,156,147,116,194,85,124,215
93852233,156,147,117,196,86,124,216
93885566,157,147,116,196,83,124,215
93918899,155,147,116,194,83,124,213
93952232,156,146,115,197,83,123,190
93985565,154,147,116,201,84,124,180
94018898,155,148,116,196,87,122,166
94052231,156,148,116,197,88,124,163
94085564,155,147,114,203,88,125,178
94118897,155,147,116,211,87,124,185
94152230,154,148,116,206,85,124,178
94185563,155,147,116,206,87,124,180
94218896,155,147,116,197,86,122,185
94252229,155,146,115,197,87,124,185
94285562,154,148,116,198,87,123,182
94318895,155,147,116,195,85,123,174
94352228,156,147,116,202,84,122,174
94385561,156,147,116,203,87,122,174
94418894,154,147,116,198,85,123,176
94452227,155,148,116,196,87,125,178
94485560,155,147,116,195,87,124,179
94518893,155,148,116,195,85,124,181
94552226,152,146,117,195,87,126,186
94585559,155,148,116,197,89,125,184
94618892,155,146,116,207,86,124,185
94652225,156,147,116,215,85,125,186
94685558,155,147,117,203,86,122,192
94718891,154,147,117,196,88,125,196
94752224,154,148,117,196,86,124,200
94785557,155,148,119,196,86,123,202
94818890,155,147,116,199,85,125,205
94852223,155,146,115,194,84,125,209
94885556,155,147,117,193,84,125,212
94918889,156,148,116,194,86,125,214
94952222,157,147,116,208,86,127,214
94985555,154,147,116,200,88,126,220
95018888,155,146,117,194,95,126,222
95052221,155,147,113,191,190,127,219
95085554,156,147,116,190,145,125,217
95118887,155,144,116,202,346,125,219
95152220,155,148,116,192,262,127,216
95185553,156,148,116,194,271,132,219
95218886,155,147,116,192,238,127,220
95252219,156,148,116,191,437,138,217
95285552,156,148,116,192,317,131,218
95318885,155,147,116,202,267,138,218
95352218,154,147,116,208,279,131,211
95385551,154,147,116,196,267,126,200
95418884,154,147,116,196,225,129,210
95452217,155,148,116,193,229,128,204
95485550,154,148,116,218,256,126,217
95518883,156,148,117,243,274,149,225
95552216,156,149,117,231,274,140,248
95585549,154,150,116,216,466,170,272
95618882,155,150,120,220,302,150,313
95652215,156,161,190,215,287,144,337
95685548,153,156,150,260,227,134,378
95718881,155,150,133,244,204,130,390
95752214,156,153,158,240,237,132,427
95785547,155,176,156,234,223,135,457
95818880,154,168,145,218,225,132,478
95852213,156,197,160,234,188,143,468
95885546,155,171,189,238,148,138,507
95918879,154,169,150,212,116,131,541
95952212,155,169,134,220,105,132,467
95985545,155,162,186,246,119,136,557
96018878,165,274,160,237,99,136,488
96052211,160,208,139,226,99,132,609
96085544,157,289,185,292,94,137,521
96118877,157,244,156,243,88,137,495
96152210,155,194,140,278,87,139,531
96185543,156,203,136,233,168,148,449
96218876,156,244,127,253,123,139,494
96252209,155,258,152,221,166,133,454
96285542,155,201,133,239,148,136,420
96318875,155,254,124,212,258,135,380
96352208,159,204,155,216,206,136,363
96385541,158,180,159,225,161,134,332
96418874,156,169,136,209,158,131,340
96452207,155,240,128,218,150,153,304
96485540,154,193,121,230,229,141,323
96518873,155,223,163,213,194,136,293
96552206,155,195,139,202,267,148,297
96585539,157,263,135,246,172,138,273
96618872,156,206,153,247,213,140,265
96652205,164,238,187,218,180,133,241
96685538,160,194,155,205,340,145,229
96718871,171,195,186,203,251,136,214
96752204,161,298,179,205,244,136,227
96785537,160,240,162,248,346,150,225
96818870,185,312,187,222,235,134,213
96852203,169,249,151,211,260,143,214
96885536,167,315,186,196,174,135,214
96918869,162,227,149,200,199,139,216
96952202,206,311,203,215,154,132,216
96985535,179,282,174,209,131,128,222
97018868,185,239,208,255,145,128,220
97052201,171,199,182,227,158,132,218
97085534,163,171,147,208,229,141,221
97118867,160,245,171,213,180,137,223
97152200,158,195,142,210,142,133,258
97185533,167,260,162,213,155,134,248
97218866,161,203,139,214,151,128,294
97252199,161,209,154,225,164,132,262
97285532,160,178,133,211,136,128,233
97318865,167,271,191,214,111,126,226
97352198,163,207,185,211,104,127,223
97385531,157,187,148,211,147,128,219
97418864,156,188,196,201,117,124,220
97452197,155,164,153,210,202,126,216
97485530,156,169,133,219,152,124,217
97518863,155,158,123,211,136,125,212
97552196,155,152,118,226,179,131,186
97585529,156,149,118,220,132,129,182
97618862,155,148,118,205,110,126,174
97652195,155,160,116,208,113,128,167
97685528,154,152,118,202,116,121,164
97718861,154,151,117,200,171,137,164
97752194,156,155,117,194,152,129,166
97785527,156,164,118,195,118,128,164
97818860,169,162,163,196,104,135,169
97852193,162,160,166,199,99,133,170
97885526,168,202,219,197,93,131,171
97918859,169,278,230,189,89,129,174
97952192,168,269,216,187,87,126,172
97985525,172,275,228,188,101,125,171
98018858,162,306,200,186,129,126,169
98052191,175,285,204,197,114,130,177
98085524,168,322,204,194,129,127,182
98118857,162,229,157,191,126,126,189
98152190,174,416,215,193,191,128,197
98185523,166,284,162,222,169,127,199
98218856,172,238,156,210,341,133,205
98252189,169,203,178,240,331,130,201
98285522,166,297,211,213,261,130,209
98318855,162,231,167,208,264,130,214
98352188,159,272,179,199,270,128,215
98385521,157,265,195,193,181,126,209
98418854,156,234,184,198,176,125,224
98452187,170,285,213,196,192,129,219
98485520,164,224,176,189,136,126,214
98518853,181,352,203,187,134,124,206
98552186,168,251,156,186,108,125,203
98585519,172,245,229,184,98,124,200
98618852,164,193,167,184,89,123,204
98652185,158,170,140,184,92,124,207
98685518,159,161,128,186,145,125,217
98718851,164,204,123,186,153,123,257
98752184,160,176,120,185,140,127,302
98785517,158,181,162,196,141,125,368
98818850,158,251,195,218,235,135,428
98852183,187,278,364,318,215,144,460
98885516,193,331,557,253,224,134,571
98918849,281,499,657,299,525,171,609
98952182,605,1135,689,257,352,156,637
98985515,496,1086,1206,348,283,144,658
99018848,498,1079,862,265,557,212,644
99052181,439,1125,871,268,562,203,667
99085514,439,1359,731,281,415,169,656
99118847,354,886,524,290,330,195,654
99152180,332,812,443,333,216,162,651
99185513,275,1029,465,406,195,177,630
99218846,379,1175,569,296,221,179,608
99252179,361,923,641,241,195,148,597
99285512,472,1092,776,234,273,157,527
99318845,361,1193,736,228,219,143,467
99352178,390,1627,995,208,167,141,408
99385511,388,1421,793,203,250,133,351
99418844,528,1431,1045,197,194,134,304
99452177,457,1409,1010,210,323,135,272
99485510,491,1233,706,216,221,125,247
99518843,438,1222,771,204,330,141,233
99552176,429,1047,648,231,205,139,226
99585509,456,951,803,207,153,132,221
99618842,412,1139,591,212,116,128,219
99652175,333,759,730,200,130,127,220
99685508,301,669,532,213,108,127,220
99718841,307,789,392,198,101,136,219
99752174,235,539,279,191,99,134,219
99785507,338,711,353,189,117,129,218
99818840,283,462,273,196,183,128,217
99852173,216,299,195,188,133,130,217
99885506,184,220,153,187,133,128,217
99918839,211,386,166,189,140,123,215
99952172,182,262,139,188,113,133,231
99985505,183,229,150,187,292,134,220
100018838,169,186,138,198,185,130,378
100052171,185,206,311,196,147,129,389
100085504,180,183,247,194,237,134,417
100118837,195,346,257,190,197,127,399
100152170,175,254,460,198,225,128,390
100185503,436,601,740,205,312,134,448
100218836,298,470,601,206,275,130,493
100252169,452,663,912,243,375,143,531
100285502,357,1147,827,358,469,162,487
100318835,879,1318,1327,376,482,167,491
100352168,673,1157,890,548,315,172,508
100385501,823,1670,1390,466,358,322,505
100418834,664,1320,946,424,292,285,539
100452167,567,1326,1434,330,406,343,517
100485500,487,1067,945,359,430,277,534
100518833,421,1005,819,380,415,271,501
100552166,297,776,721,354,346,207,502
100585499,285,950,771,350,297,280,493
100618832,278,876,677,374,276,207,486
100652165,430,1246,947,291,373,183,465
100685498,526,1382,1081,347,394,189,395
100718831,469,1519,875,272,558,163,357
100752164,549,1400,920,229,543,154,312
100785497,459,1199,783,218,729,208,284
100818830,507,1630,900,204,765,184,272
100852163,397,1283,739,198,813,195,250
100885496,311,1132,630,204,538,166,236
100918829,366,1104,776,242,540,165,228
100952162,341,881,644,235,470,162,219
100985495,388,872,820,214,389,154,217
101018828,374,775,671,242,433,154,217
101052161,359,889,654,224,564,196,217
101085494,296,658,478,214,340,166,218
101118827,311,502,411,320,293,155,214
101152160,246,338,263,249,299,149,216
101185493,199,238,185,216,296,137,212
101218826,245,227,217,199,212,130,214
101252159,198,190,165,206,187,127,214
101285492,228,319,211,211,170,126,215
101318825,191,230,161,239,208,126,209
101352158,208,258,325,298,189,125,232
101385491,181,199,214,325,237,135,252
101418824,173,173,162,330,616,186,284
101452157,164,160,138,313,415,160,310
101485490,207,321,250,330,420,156,339
101518823,180,281,180,376,348,148,365
101552156,335,493,340,394,351,152,385
101585489,241,318,224,363,226,147,385
101618822,222,429,262,299,285,169,386
101652155,201,421,230,242,182,164,419
101685488,189,456,245,241,229,147,394
101718821,176,421,230,217,172,149,365
101752154,203,456,242,216,226,153,368
101785487,198,487,208,275,154,155,365
101818820,178,454,237,240,414,166,345
101852153,179,494,300,227,245,152,337
101885486,184,453,265,252,232,153,319
101918819,182,482,252,281,210,145,344
101952152,191,386,218,237,363,156,329
101985485,189,327,207,260,505,200,371
102018818,210,503,262,243,346,180,339
102052151,224,502,289,246,362,166,403
102085484,200,430,326,238,479,166,329
102118817,483,576,1273,300,451,200,328
102152150,360,659,708,369,772,205,297
102185483,405,851,769,319,422,168,353
102218816,565,900,1089,276,357,148,329
102252149,470,1190,1116,310,278,209,295
102285482,414,1411,1154,286,297,217,316
102318815,513,1394,1167,299,221,185,278
102352148,418,923,1136,267,649,210,283
102385481,519,1109,1127,313,439,192,308
102418814,489,1175,1200,531,896,217,282
102452147,403,1355,979,446,830,224,273
102485480,410,1087,860,310,1206,228,261
102518813,451,1384,894,257,891,191,243
102552146,341,942,772,224,1527,233,227
102585479,270,955,654,253,988,183,218
102618812,313,1056,736,227,931,186,208
102652145,243,844,499,205,548,163,205
102685478,284,789,508,197,502,155,195
102718811,244,644,409,197,357,147,204
102752144,210,490,262,189,217,138,209
102785477,183,311,186,190,186,135,208
102818810,167,226,148,203,150,129,211
102852143,179,284,153,210,118,126,211
102885476,168,212,134,201,139,124,202
102918809,161,192,126,231,112,129,208
102952142,162,261,166,229,104,126,199
102985475,187,297,169,249,93,124,198
103018808,167,220,145,262,95,125,207
103052141,215,565,524,295,97,125,234
103085474,217,478,374,320,94,128,234
103118807,220,459,265,318,90,130,249
103152140,300,437,355,287,94,130,255
103185473,312,599,701,317,90,129,257
103218806,278,500,487,282,90,149,260
103252139,300,554,386,267,87,139,253
103285472,250,572,635,225,159,195,246
103318805,231,592,465,224,158,178,236
103352138,276,739,507,269,165,195,234
103385471,245,819,565,228,126,159,235
103418804,216,648,615,259,128,162,226
103452137,263,744,523,231,250,151,232
103485470,259,710,532,217,206,145,222
103518803,280,714,531,247,411,152,233
103552136,264,711,464,219,304,159,326
103585469,216,667,438,228,345,150,362
103618802,221,629,497,205,261,161,466
103652135,255,770,553,210,183,142,405
103685468,272,689,581,211,185,142,374
103718801,265,811,692,217,156,133,497
103752134,247,619,536,235,131,129,473
103785467,270,727,819,276,136,146,409
103818800,267,804,1075,275,406,166,642
103852133,352,863,1064,270,241,144,572
103885466,552,1205,1333,289,213,147,499
103918799,566,1304,1256,289,402,229,605
103952132,496,901,1010,304,436,183,535
103985465,563,1828,1299,299,475,178,468
104018798,523,1713,1100,348,493,184,463
104052131,606,2429,1192,288,388,219,408
104085464,446,1799,1325,258,725,272,376
104118797,390,1656,1044,263,943,201,325
104152130,700,1328,999,230,708,171,302
104185463,524,1248,1036,218,618,154,269
104218796,406,983,743,216,611,172,246
104252129,297,812,882,228,565,168,231
104285462,288,1213,604,210,713,165,223
104318795,256,755,499,221,585,155,220
104352128,315,784,572,203,619,154,215
104385461,271,652,586,194,483,150,217
104418794,259,712,474,196,497,150,216
104452127,220,522,499,191,297,140,217
104485460,196,409,360,209,226,137,216
104518793,194,387,323,197,228,131,217
104552126,331,397,284,197,151,130,214
104585459,244,309,337,192,130,132,213
104618792,198,225,219,219,106,130,204
104652125,176,185,218,204,100,128,209
104685458,207,345,413,226,94,125,209
104718791,186,243,261,263,124,128,210
104752124,283,340,259,273,104,125,209
104785457,217,306,216,291,124,124,215
104818790,249,369,201,324,119,128,225
104852123,247,493,210,336,114,127,234
104885456,243,544,509,282,225,127,247
104918789,313,585,731,301,152,137,261
104952122,325,981,923,282,208,135,272
104985455,322,823,857,237,229,135,269
105018788,394,934,895,212,211,157,276
105052121,335,939,986,215,210,147,256
105085454,249,938,717,205,297,190,251
105118787,293,882,1153,228,197,156,243
105152120,370,971,1049,274,206,161,227
105185453,329,875,1076,247,264,144,219
105218786,390,1411,948,225,271,133,216
105252119,345,1110,685,324,277,131,214
105285452,442,1289,866,254,280,139,209
105318785,455,1271,986,220,395,157,213
105352118,451,1333,920,206,419,171,218
105385451,367,1141,595,201,377,159,213
105418784,517,1298,792,204,379,166,233
105452117,537,1229,722,198,264,149,224
105485450,637,1088,826,201,251,140,220
105518783,821,1877,971,225,288,139,215
105552116,1235,2215,1524,278,280,134,233
105585449,1091,1749,1337,328,275,157,243
105618782,709,1393,1084,309,469,183,229
105652115,658,1366,936,257,273,154,224
105685448,510,1179,736,218,242,152,221
105718781,401,1176,662,199,213,144,217
105752114,334,885,498,194,280,143,218
105785447,249,655,404,186,220,134,218
105818780,238,680,284,188,205,132,218
105852113,196,459,228,189,214,134,217
105885446,193,392,191,209,228,134,215
105918779,196,290,160,201,153,133,214
105952112,175,216,136,210,168,132,215
105985445,266,455,228,211,250,137,210
106018778,208,292,167,210,234,130,214
106052111,264,270,224,210,222,128,245
106085444,213,218,232,206,288,129,275
106118777,240,432,223,201,257,136,290
106152110,318,557,886,200,298,133,286
106185443,360,583,600,202,234,138,299
106218776,347,655,919,215,357,136,353
106252109,313,471,947,236,624,180,374
106285442,446,934,878,246,575,190,388
106318775,678,900,822,220,468,182,403
106352108,572,674,687,206,843,225,417
106385441,390,630,780,397,592,176,418
106418774,479,1138,779,304,491,157,411
106452107,528,1134,850,286,493,147,406
106485440,504,1432,1026,269,552,145,365
106518773,420,1315,775,377,442,135,343
106552106,458,1171,1029,495,605,148,306
106585439,372,927,1033,450,702,186,272
106618772,312,872,832,337,555,176,250
106652105,414,689,761,346,577,171,235
106685438,392,919,802,262,421,164,226
106718771,293,860,551,283,409,150,223
106752104,265,907,469,290,579,190,222
106785437,280,694,359,281,419,165,217
106818770,376,857,429,274,442,166,216
106852103,264,526,282,264,323,161,217
106885436,360,809,600,276,333,152,217
106918769,339,592,395,246,408,158,218
106952102,374,866,425,227,273,145,218
106985435,328,734,370,244,297,151,219
107018768,359,809,527,233,270,144,219
107052101,280,597,506,224,350,146,219
107085434,307,697,426,210,387,158,219
107118767,257,511,365,205,349,165,218
107152100,295,643,340,209,330,156,217
107185433,264,597,275,197,267,153,216
107218766,301,785,314,190,208,140,217
107252099,261,636,299,187,268,150,215
107285432,237,741,350,186,247,152,217
107318765,232,687,355,184,190,141,215
107352098,208,590,343,186,147,138,216
107385431,327,596,336,189,183,134,214
107418764,270,741,391,187,134,131,215
107452097,234,556,292,187,111,133,215
107485430,244,865,474,187,165,129,215
107518763,343,640,352,198,124,128,214
107552096,275,658,371,190,104,127,214
107585429,295,600,381,194,151,129,212
107618762,258,544,314,188,118,128,213
107652095,266,597,329,192,145,127,214
107685428,213,569,238,187,146,121,215
107718761,239,559,220,187,117,124,215
107752094,230,612,257,189,100,131,217
107785427,279,619,272,186,122,126,216
107818760,234,680,267,186,117,124,216
107852093,229,616,233,203,102,126,215
107885426,200,653,287,193,92,123,217
107918759,282,524,292,191,87,124,215
107952092,254,568,340,188,83,123,215
107985425,261,637,395,197,86,125,214
108018758,233,464,330,197,87,122,215
108052091,370,619,310,194,87,122,211
108085424,274,497,278,196,86,125,209
108118757,319,699,316,197,83,125,210
108152090,275,481,253,195,83,123,212
108185423,270,710,218,202,87,137,210
108218756,255,596,291,195,88,130,209
108252089,250,569,272,191,85,128,209
108285422,251,589,257,198,86,126,200
108318755,223,471,340,196,82,123,191
108352088,231,640,241,195,84,124,183
108385421,266,628,327,192,83,124,192
108418754,257,597,274,189,84,122,190
108452087,236,589,260,189,87,123,182
108485420,232,584,252,190,84,123,180
108518753,217,444,244,201,83,123,179
108552086,240,494,278,194,83,123,174
108585419,243,516,284,190,86,124,173
108618752,212,692,267,186,83,123,167
108652085,199,524,350,184,85,123,168
108685418,190,498,309,185,86,124,168
108718751,173,510,281,196,85,123,168
108752084,179,413,330,192,85,123,170
108785417,174,466,308,187,85,123,172
108818750,169,445,283,186,88,124,168
108852083,178,427,265,184,86,122,172
108885416,174,315,239,190,87,122,162
108918749,180,492,243,186,86,124,166
108952082,181,420,248,188,85,124,170
108985415,174,372,201,186,86,122,167
109018748,181,398,262,185,85,122,159
109052081,183,327,204,185,85,125,163
109085414,211,381,310,183,83,122,170
109118747,185,422,220,185,85,126,188
